-------------------------------------------------------------------------------
178
Running /projects/dsnlab/tds/TDS_scripts/fMRI/ppc/spm/tds1_tds2/dartel_tds1_2_job.m
-------------------------------------------------------------------------------

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 


------------------------------------------------------------------------
Running job #1
------------------------------------------------------------------------
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'Run Dartel (create Templates)'
 1517.9, 44.8433, 9.23267, 1.15965, 0.452993, 0.257363, 0.164604, 0.114557,
1 1	811792	0	811792	273.458
1 2	1.16776e+06	0	1.16776e+06	329.062
1 3	808890	0	808890	298.65
1 4	767813	0	767813	249.887
1 5	745740	0	745740	272.253
1 6	903343	0	903343	314.531
1 7	1.26289e+06	0	1.26289e+06	411.479
1 8	923915	0	923915	303.603
1 9	1.18794e+06	0	1.18794e+06	377.665
1 10	812839	0	812839	272.976
1 11	890649	0	890649	301.746
1 12	754367	0	754367	288.185
1 13	787474	0	787474	267.024
1 14	767454	0	767454	251.606
1 15	1.08355e+06	0	1.08355e+06	376.437
1 16	709015	0	709015	221.479
1 17	655687	0	655687	209.45
1 18	965715	0	965715	312.094
1 19	809159	0	809159	293.382
1 20	682406	0	682406	212.15
1 21	856139	0	856139	290.358
1 22	705237	0	705237	229.824
1 23	737348	0	737348	234.179
1 24	756278	0	756278	273.368
1 25	924396	0	924396	308.431
1 26	1.21087e+06	0	1.21087e+06	403.588
1 27	748501	0	748501	261.751
1 28	706691	0	706691	220.18
1 29	727568	0	727568	242.884
1 30	834737	0	834737	325.579
