Data File Name,Scale Name,Column Name,transform,reverse,min,max,Anxious_Depressed,Withdrawn_Depressed,Somatic_Complaints,Internalizing,Social_Problems,Thought_Problems,Attention_Problems,Rule_Breaking_Behavior,Aggressive_Behavior,Externalizing,SES
TDS1_CBCL_Pre,CBCL,VIII_62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_63,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_73,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_82,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_86,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_87,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
