-------------------------------------------------------------------------------
tds1_tds2
Running /projects/dsnlab/shared/tds/TDS_scripts/fMRI/ppc/spm/tdsall/dartel_tdsall_job.m
-------------------------------------------------------------------------------

                            < M A T L A B (R) >
                  Copyright 1984-2017 The MathWorks, Inc.
                   R2017b (9.3.0.713579) 64-bit (glnxa64)
                             September 14, 2017

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 


------------------------------------------------------------------------
Running job #1
------------------------------------------------------------------------
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'Run Dartel (create Templates)'
 2003.56, 57.8697, 12.3323, 1.47307, 0.578172, 0.327009, 0.21026, 0.146061,
1 1	811448	0	811448	276.269
1 2	1.15326e+06	0	1.15326e+06	329.625
1 3	807051	0	807051	302.661
1 4	767589	0	767589	251.691
1 5	744320	0	744320	275.021
1 6	906201	0	906201	318.333
1 7	1.27405e+06	0	1.27405e+06	417.233
1 8	929662	0	929662	309.657
1 9	1.19682e+06	0	1.19682e+06	383.264
1 10	814985	0	814985	277.404
1 11	895960	0	895960	306.523
1 12	752794	0	752794	292.194
1 13	787246	0	787246	269.298
1 14	767443	0	767443	255.71
1 15	1.0907e+06	0	1.0907e+06	384.082
1 16	708957	0	708957	223.953
1 17	654758	0	654758	211.178
1 18	972607	0	972607	318.999
1 19	808832	0	808832	297.405
1 20	681410	0	681410	213.633
1 21	858474	0	858474	293.532
1 22	704707	0	704707	231.969
1 23	736118	0	736118	237.224
1 24	755132	0	755132	276.693
1 25	932009	0	932009	313.616
1 26	1.22235e+06	0	1.22235e+06	410.436
1 27	746828	0	746828	264.405
1 28	705286	0	705286	222.029
1 29	727405	0	727405	246.088
1 30	834142	0	834142	329.377
1 31	708822	0	708822	235.14
1 32	779749	0	779749	259.073
1 33	722632	0	722632	233.336
1 34	726865	0	726865	244.713
1 35	695188	0	695188	248.061
1 36	685313	0	685313	226.653
1 37	790953	0	790953	288.098
1 38	770629	0	770629	271.868
1 39	638824	0	638824	201.793
1 40	663085	0	663085	222.147
1 41	933809	0	933809	320.292
1 42	655978	0	655978	214.018
1 43	773618	0	773618	264.956
1 44	770188	0	770188	259.551
1 45	728089	0	728089	229.93
1 46	707293	0	707293	242.337
1 47	707811	0	707811	240.545
1 48	695362	0	695362	220.163
1 49	781104	0	781104	297.034
1 50	978219	0	978219	360.644
1 51	737280	0	737280	244.134
1 52	908649	0	908649	272.615
1 53	797022	0	797022	301.263
1 54	675548	0	675548	242.064
1 55	700746	0	700746	251.018
1 56	765720	0	765720	281.544
1 57	652986	0	652986	203.946
1 58	724669	0	724669	276.496
1 59	793404	0	793404	266.256
1 60	723834	0	723834	240.86
1 61	774633	0	774633	281.28
1 62	676349	0	676349	223.381
1 63	653938	0	653938	234.649
1 64	1.4505e+06	0	1.4505e+06	425.916
1 65	796235	0	796235	283.608
1 66	765290	0	765290	251.65
1 67	690856	0	690856	252.818
1 68	726244	0	726244	249.188
1 69	659057	0	659057	220.594
1 70	664549	0	664549	214.96
1 71	670677	0	670677	228.286
1 72	662508	0	662508	227.038
1 73	756532	0	756532	248.694
1 74	665018	0	665018	213.039
1 75	864276	0	864276	256.385
1 76	839901	0	839901	293.589
1 77	666803	0	666803	224.143
1 78	771171	0	771171	265.125
1 79	815990	0	815990	261.754
1 80	720443	0	720443	244.097
1 81	783275	0	783275	274.513
1 82	709621	0	709621	249.802
1 83	692559	0	692559	252.276
1 84	751247	0	751247	283.03
1 85	760486	0	760486	241.279
1 86	700141	0	700141	236.161
1 87	765507	0	765507	298.259
1 88	882784	0	882784	295.159
1 89	744340	0	744340	253.401
1 90	683484	0	683484	216.324
1 91	757994	0	757994	258.967
1 92	1.0826e+06	0	1.0826e+06	366.339
1 93	626655	0	626655	191.539
1 94	828085	0	828085	295.562
1 95	844706	0	844706	326.868
1 96	722208	0	722208	245.745
1 97	842941	0	842941	307.344
1 98	955736	0	955736	323.053
1 99	701726	0	701726	259.853
1 100	726290	0	726290	241.007
1 101	643819	0	643819	203.735
1 102	666990	0	666990	221.581
1 103	1.40399e+06	0	1.40399e+06	426.747
1 104	804762	0	804762	307.889
1 105	683209	0	683209	222.284
1 106	707677	0	707677	235.111
1 107	674143	0	674143	212.965
1 108	729969	0	729969	269.206
1 109	693117	0	693117	226.621
1 110	914730	0	914730	324.748
1 111	730674	0	730674	255.34
1 112	955505	0	955505	313.309
1 113	745716	0	745716	238.709
1 114	891932	0	891932	306.317
1 115	1.23259e+06	0	1.23259e+06	322.039
1 116	807559	0	807559	294.312
1 117	760022	0	760022	240.07
1 118	815962	0	815962	280.109
1 119	754670	0	754670	264.01
1 120	1.09279e+06	0	1.09279e+06	418.23
1 121	746684	0	746684	242.635
1 122	762304	0	762304	256.902
1 123	752603	0	752603	250.933
1 124	705859	0	705859	238.057
1 125	808373	0	808373	304.325
1 126	665340	0	665340	213.178
1 127	710078	0	710078	242.571
1 128	1.13729e+06	0	1.13729e+06	368.432
1 129	762085	0	762085	290.83
1 130	720000	0	720000	236.643
1 131	713492	0	713492	264.098
1 132	714511	0	714511	241.221
1 133	736571	0	736571	253.244
1 134	694209	0	694209	240.994
1 135	843265	0	843265	309.984
1 136	666499	0	666499	224.296
1 137	639678	0	639678	196.494
1 138	945421	0	945421	314.607
1 139	849336	0	849336	279.63
1 140	660592	0	660592	215.31
1 141	681048	0	681048	226.978
1 142	883470	0	883470	312.667
1 143	912484	0	912484	300.856
1 144	944240	0	944240	330.642
1 145	717476	0	717476	247.526
1 146	736263	0	736263	279.455
1 147	727856	0	727856	244.799
1 148	709731	0	709731	256.878
1 149	1.2221e+06	0	1.2221e+06	325.759
1 150	716943	0	716943	252.053
1 151	932756	0	932756	326.413
1 152	665894	0	665894	216.808
1 153	707368	0	707368	213.838
1 154	863975	0	863975	336.689
1 155	801886	0	801886	250.132
1 156	660795	0	660795	221.112
1 157	671777	0	671777	221.946
1 158	697500	0	697500	233.737
1 159	643776	0	643776	208.837
1 160	719885	0	719885	244.183
 2147.38, 48.3861, 11.2781, 1.35877, 0.544855, 0.311151, 0.201187, 0.14037,
