-------------------------------------------------------------------------------
tds2
Running /projects/dsnlab/tds/TDS_scripts/fMRI/ppc/spm/tds2/tds_dartel_tds2_job.m
-------------------------------------------------------------------------------

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 


------------------------------------------------------------------------
Running job #1
------------------------------------------------------------------------
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'File Selector (Batch Mode)'
Done    'File Selector (Batch Mode)'
Running 'Run Dartel (create Templates)'
 481.624, 14.1275, 2.56429, 0.367376, 0.148493, 0.0826523, 0.0530862, 0.0367582,
1 1	806592	0	806592	266.123
1 2	1.15856e+06	0	1.15856e+06	328.358
1 3	806309	0	806309	300.038
1 4	756744	0	756744	243.625
1 5	752011	0	752011	277.681
1 6	880461	0	880461	304.434
1 7	1.23483e+06	0	1.23483e+06	396.276
1 8	906635	0	906635	293.821
1 9	1.17879e+06	0	1.17879e+06	373.304
1 10	789087	0	789087	259.791
1 11	880389	0	880389	293.321
1 12	762310	0	762310	294.965
1 13	787047	0	787047	261.238
1 14	745568	0	745568	238.693
1 15	1.0586e+06	0	1.0586e+06	357.404
1 16	706894	0	706894	218.669
1 17	652677	0	652677	205.91
1 18	959374	0	959374	307.501
1 19	800580	0	800580	292.789
1 20	693079	0	693079	215.239
1 21	836890	0	836890	281.551
1 22	708954	0	708954	229.413
1 23	736649	0	736649	232.244
1 24	758160	0	758160	277.576
1 25	922672	0	922672	297.844
1 26	1.18984e+06	0	1.18984e+06	385.271
1 27	744027	0	744027	261.444
1 28	702169	0	702169	217.901
1 29	710706	0	710706	232.157
1 30	845161	0	845161	331.214
1 31	703012	0	703012	228.303
1 32	769874	0	769874	252.418
1 33	733401	0	733401	234.296
1 34	715723	0	715723	235.418
1 35	702083	0	702083	251.75
1 36	681523	0	681523	219.327
1 37	801248	0	801248	286.549
1 38	756699	0	756699	261.322
1 39	642651	0	642651	197.775
1 40	673058	0	673058	225.754
1 41	920926	0	920926	308.541
1 42	663383	0	663383	214.589
1 43	764196	0	764196	254.696
1 44	764244	0	764244	248.194
1 45	729382	0	729382	225.676
1 46	1.07204e+06	0	1.07204e+06	343.221
1 47	701137	0	701137	232.458
1 48	717013	0	717013	238.69
1 49	694706	0	694706	215.864
1 50	790796	0	790796	299.801
1 51	983648	0	983648	356.549
1 52	753582	0	753582	247.503
1 53	896808	0	896808	261.93
1 54	792482	0	792482	298.91
1 55	676841	0	676841	240.11
1 56	715027	0	715027	256.269
1 57	787091	0	787091	286.144
1 58	658591	0	658591	204.219
1 59	736564	0	736564	282.4
1 60	796361	0	796361	261.967
1 61	725991	0	725991	238.852
1 62	781054	0	781054	280.104
1 63	675192	0	675192	220.331
1 64	669129	0	669129	239.838
1 65	1.41028e+06	0	1.41028e+06	405.257
1 66	799643	0	799643	281.841
1 67	752781	0	752781	244.117
1 68	694257	0	694257	254.669
1 69	724571	0	724571	244.855
1 70	659225	0	659225	216.319
1 71	670920	0	670920	214.785
1 72	667115	0	667115	221.598
1 73	656345	0	656345	220.709
1 74	685119	0	685119	217.989
1 75	856604	0	856604	249.873
1 76	854344	0	854344	291.739
1 77	661253	0	661253	217.339
1 78	769998	0	769998	256.211
1 79	819251	0	819251	256.141
1 80	714961	0	714961	237.623
 515.604, 11.6184, 2.48012, 0.351999, 0.140893, 0.0781614, 0.0507875, 0.0352911,
2 1	630458	29490	659948	184.155
2 2	1.03713e+06	42804.8	1.07993e+06	349.813
2 3	576425	47297.6	623723	245.225
2 4	602360	22946.7	625306	159.638
2 5	555228	35914.5	591142	165.879
2 6	660153	42755.6	702908	261.843
2 7	792364	94782.1	887147	633.591
2 8	682316	41148.5	723464	623.123
2 9	816068	81365.7	897434	681.198
2 10	616281	28754.9	645036	160.557
2 11	667678	43251.6	710929	388.458
2 12	544230	41058.6	585288	178.94
2 13	614862	28116.4	642978	236.077
2 14	596659	22819.9	619479	132.247
2 15	733181	72389.6	805570	581.532
2 16	607728	16579.2	624308	347.296
2 17	557640	13005.7	570646	196.267
2 18	744028	52302	796330	698.294
2 19	585461	44526.3	629988	191.98
2 20	578511	15649.1	594160	378.712
2 21	638861	36608.6	675469	156.685
2 22	594753	18271.6	613025	403.217
2 23	600437	19150.4	619588	170.153
2 24	567437	35261.3	602698	213.836
2 25	698075	49790.5	747866	519.131
2 26	768194	92238.9	860433	419.192
2 27	590305	33529.2	623834	214.25
2 28	577917	18098.9	596016	161.437
2 29	590196	20510.2	610706	188.919
2 30	567848	54163.5	622012	182.899
2 31	570324	19759.1	590083	131.168
2 32	606320	26630.2	632950	193.556
2 33	584475	22170.7	606646	164.971
2 34	586953	19810.1	606763	143.313
2 35	538940	24069	563009	132.143
2 36	551124	15319.6	566443	153.828
2 37	582986	40652.5	623638	164.236
2 38	581150	29156.3	610307	221.062
2 39	548791	10794.8	559586	233.111
2 40	552312	16082.7	568395	291.008
2 41	674511	48944.1	723455	274.788
2 42	541940	14134.5	556075	124.695
2 43	597929	26264	624193	190.591
2 44	597785	24425	622210	137.192
2 45	605508	17510.1	623019	310.353
2 46	767961	68253.2	836215	348.961
2 47	568296	19820.4	588117	144.163
2 48	566091	22229.4	588320	308.717
2 49	579439	15831	595270	217.03
2 50	559741	41184.4	600925	165.243
2 51	644946	72979.3	717925	232.118
2 52	621587	25887.9	647475	545.046
2 53	741598	31162.5	772761	178.73
2 54	577024	43319.7	620344	215.406
2 55	534279	23210.7	557490	181.02
2 56	561703	26794.1	588497	311.547
2 57	570837	39113.7	609950	161.782
2 58	552789	13169.5	565958	248.002
2 59	545457	34999.8	580456	187.958
2 60	623963	28986.9	652950	578.886
2 61	591192	20579.2	611771	203.715
2 62	601606	36674.8	638281	185.627
2 63	561647	16003.7	577651	234.635
2 64	519467	22889.8	542357	158.162
2 65	934485	122823	1.05731e+06	751.26
2 66	591975	42000.8	633976	171.674
2 67	594156	25080.6	619237	149.367
2 68	537721	26664.3	564385	143.708
2 69	613310	22776.3	636086	159.235
2 70	543727	14630	558357	134.459
2 71	561035	14966.7	576002	266.494
2 72	546881	17575	564456	206.577
2 73	542412	17364.4	559777	150.278
2 74	564135	18552.5	582687	256.209
2 75	728373	26727	755100	538.288
2 76	633793	43648.4	677442	393.55
2 77	544917	15878.3	560795	138.537
2 78	626702	26936.5	653639	528.918
2 79	656630	29348.6	685978	202.735
2 80	570526	20735.1	591262	319.455
 523.103, 11.0467, 2.42321, 0.353648, 0.14075, 0.0776402, 0.0504491, 0.0351616,
3 1	594927	46945.3	641872	65.6575
3 2	1.01523e+06	72773.6	1.08801e+06	180.782
3 3	531515	73181.9	604697	104.864
3 4	573708	35183.3	608892	61.1214
3 5	520335	54119.6	574455	56.6435
3 6	613315	67429.6	680745	100.664
3 7	660180	162062	822242	190.737
3 8	618452	76046.9	694499	183.033
3 9	702825	141380	844205	197.889
3 10	582204	46008.1	628212	61.0107
3 11	622866	68450	691316	103.679
3 12	499185	63865.4	563051	59.974
3 13	578801	45573.6	624374	69.2435
3 14	570444	35249.1	605693	54.3249
3 15	646201	122102	768303	213.918
3 16	580358	31219.1	611578	139.675
3 17	537801	20647.1	558448	66.283
3 18	680713	96044.7	776757	284.629
3 19	545015	69570.8	614585	84.1062
3 20	551353	25050	576403	95.3502
3 21	599365	56850.9	656216	59.6769
3 22	564489	33497.5	597986	149.12
3 23	573919	30663	604582	65.393
3 24	530662	54765.5	585427	71.3224
3 25	640504	87316.6	727820	241.794
3 26	673452	145987	819439	148.667
3 27	559048	54144.1	613192	98.7142
3 28	555697	28315.7	584013	67.8021
3 29	564963	33841.1	598804	65.5295
3 30	513871	83269.7	597141	67.4463
3 31	544517	31250.9	575768	56.5603
3 32	569018	43393.3	612411	70.2928
3 33	552045	36572.6	588618	71.7904
3 34	562155	31642	593797	61.5705
3 35	508765	36447.9	545213	50.6675
3 36	524612	24480.6	549092	63.1194
3 37	534636	66181.2	600817	73.0829
3 38	551252	44206.8	595458	108.573
3 39	526744	18516.3	545260	72.1538
3 40	525677	25998	551675	84.5596
3 41	627452	75871.9	703323	91.5996
3 42	517830	22024.5	539855	43.6732
3 43	565958	40728.6	606686	68.9952
3 44	563810	39161.1	602972	54.0899
3 45	578535	28614.1	607149	94.6918
3 46	697432	111800	809232	98.0029
3 47	540660	31284	571944	52.278
3 48	530664	37269.6	567934	73.9836
3 49	555728	25425.6	581153	78.9513
3 50	510832	64149.1	574981	61.0919
3 51	546552	123290	669842	119.183
3 52	580007	51059.9	631067	221.693
3 53	716048	48430.9	764479	72.7666
3 54	541471	63614.5	605086	73.5839
3 55	504944	37194.6	542139	55.7204
3 56	526091	43322.6	569414	85.9232
3 57	520545	63635.4	584181	61.5549
3 58	530240	21121.2	551362	69.1825
